source_id,question_number,section_type,primary_target,subtype,secondary_features,sentence_word_count,clause_count,correct_answer,error_span_position,error_span_span_type,error_span_tested_error_type,error_span_error_explanation,error_span_minimal_correction,A_is_error,A_grammatical_role,A_why_plausible_as_test_target,B_is_error,B_grammatical_role,B_why_plausible_as_test_target,C_is_error,C_grammatical_role,C_why_plausible_as_test_target,D_is_error,D_grammatical_role,D_why_plausible_as_test_target,error_location,error_scope,vocabulary_domain,syntactic_complexity,error_detectability,distractor_plausibility,estimated_difficulty_ai,taxonomy_issue,taxonomy_issue_reason
Practice Test C,32,Written Expression,VERB_COMPLEMENTATION,predicate adjective required after linking verb 'be' (noun 'abundance' used instead of adjective 'abundant'),participial phrase 'providing herbivores...',18,1,A,A,adjective,incorrect_part_of_speech,"After the linking verb 'was', a predicate adjective describing 'plant life' is required, but the noun form is used instead.",change 'abundance' to 'abundant',True,predicate_adjective,"immediately follows the linking verb in the expected predicate-complement slot, but is a noun rather than the required adjective.",False,adverb,adverbial phrase modifying 'herbivores'; correctly used.,False,preposition,introduces the accompanying noun phrase; correctly used.,False,noun_phrase,object of 'supply of'; correctly formed.,middle,local,paleontology/botany,2,2,2,1,False,
Practice Test C,33,Written Expression,NONFINITE_VERB_PHRASES,infinitive of purpose required instead of preposition + finite verb,relative clause 'which has...',19,2,D,D,infinitive_phrase,wrong_verb_form,"The purpose of the high sugar content is expressed with an infinitive ('to yield sugar and syrup'), not a preposition followed by a finite verb.",change 'for yields' to 'to yield',False,verb_phrase,main verb of the sentence; correctly passive and agreeing with 'trees'.,False,noun_phrase,object of 'for'; correctly formed possessive-noun phrase.,False,relative_pronoun,introduces the relative clause; correctly refers to 'sap' with agreeing singular verb 'has'.,True,verb_phrase,"looks like a normal plural-noun-agreeing verb, but the preceding preposition makes a finite verb here ungrammatical; an infinitive of purpose is needed.",sentence_final,local,botany/agriculture,2,3,3,3,False,
Practice Test C,34,Written Expression,NONFINITE_VERB_PHRASES,participial phrase of inclusion ('including') vs. finite past-tense verb,subordinate clause with 'Long before',20,2,D,D,participial_phrase,wrong_verb_form,"The examples following 'tasks' should be introduced by the participial phrase 'including', not a finite past-tense verb, since there is no coordinating conjunction linking a new independent clause.",change 'included' to 'including',False,conjunction,introduces the subordinate time clause; correctly used.,False,main_verb,verb of the subordinate clause; correctly agrees with 'boats'.,False,noun_phrase,prepositional phrase modifying 'valuable'; correctly formed.,True,verb_phrase,"reads like a natural past-tense verb continuing the narrative, masking that it should be a non-finite participle introducing examples.",sentence_final,clause_level,history/recreation,2,2,2,2,False,
Practice Test C,35,Written Expression,PARALLEL_STRUCTURE,parallel structure with correlative 'or': preposition placement must match the other coordinate element ('material from' not 'from material'),reduced relative clause 'shattered long ago',18,1,D,D,prepositional_phrase,wrong_word_order,The two elements coordinated by 'or' should be structurally parallel ('fragments of a planet' ... 'material from the nuclei'); reversing the noun and preposition breaks that parallel pattern.,change 'from material' to 'material from',False,auxiliary,modal + linking verb combination; correctly formed.,False,noun_phrase,first coordinate noun phrase after 'be'; correctly formed as the parallel model the second element should match.,False,verb_phrase,reduced past-participle clause modifying 'planet'; correctly formed.,True,noun_phrase,"each individual word is grammatical, so only comparing it against the parallel first coordinate element reveals the reversed word order.",late,clause_level,astronomy,3,4,4,4,False,
Practice Test C,36,Written Expression,RELATIVE_CLAUSES,relative pronoun choice (who vs. which) for a human antecedent,embedded question as object of 'occupy',22,3,D,D,relative_marker,incorrect_relative_marker,"The relative clause modifies 'the Big-Game Hunters', a group of people, so the relative pronoun 'who' is required instead of 'which', which is used for things.",change 'which' to 'who',False,verb_phrase,infinitive phrase modifying 'Native Americans'; correctly formed.,False,noun_phrase,embedded question functioning as the object of 'occupy'; correct non-inverted word order.,False,main_verb,main verb of the sentence; correctly agrees with plural 'Native Americans'.,True,relative_pronoun,"immediately follows a plural noun phrase, which could distract from the fact that the antecedent denotes people rather than things.",sentence_final,sentence_level,anthropology/archaeology,4,2,2,2,False,
Practice Test C,37,Written Expression,COMPARATIVES_DEGREE,degree word + result clause: 'so...that' required instead of 'very...that',appositive phrase 'buildings used to hold large aircraft';relative clause 'that form along...',22,3,B,B,comparative_marker,wrong_degree_form,"A result clause introduced by 'that' must be paired with the degree word 'so', not the plain intensifier 'very'; 'very' cannot correlate with a following 'that'-clause of result.",change 'very' to 'so',False,subject,"subject of the main clause; correctly formed, with the appositive correctly describing hangars.",True,adverb,"a common, ordinary-sounding intensifier before an adjective, which conceals that it fails to license the following 'that'-clause of result.",False,verb_phrase,verb of the result clause; correctly agrees with 'rain'.,False,verb_phrase,verb of the final relative clause; correctly agrees with 'clouds'.,middle,cross_clause,engineering/architecture,4,3,3,3,False,
Practice Test C,38,Written Expression,PARALLEL_STRUCTURE,parallel prepositional phrases in a three-part list (up.../over.../and down...); an adverb breaks the required preposition pattern,subordinate clause with 'as',25,2,B,B,prepositional_phrase,incorrect_part_of_speech,"The sentence lists three parallel path phrases ('___ one side..., over the top, and down the other side'); 'over' and 'down' are prepositions taking objects, so the first item needs the preposition 'up', not the adverb 'upward', which cannot take a direct object.",change 'upward' to 'up',False,noun_phrase,predicate phrase after 'are always'; correctly formed.,True,preposition,"means essentially the same as 'up' and looks like ordinary word choice, but only comparing it with the parallel 'over' and 'down' reveals it cannot take a direct object the way a preposition can.",False,noun_phrase,second item in the coordinate list; correctly formed as a prepositional phrase.,False,noun_phrase,third item in the coordinate list; correctly formed as a prepositional phrase.,middle,cross_clause,geology/earth science,3,4,3,4,False,
Practice Test C,39,Written Expression,WORD_ORDER_MODIFICATION,fronted absolute/prepositional phrase missing its preposition (needs 'With farms of...' as the introductory phrase),relative clause 'that inhabited...',23,2,A,A,noun_phrase,missing_required_element,A bare noun phrase cannot logically stand as the sentence opener describing the Wendat; a preposition such as 'With' is needed to form a proper introductory phrase.,add 'With' before 'Farms of',True,noun_phrase,"reads smoothly as a simple opening noun phrase, but without a preposition it cannot logically connect to the rest of the sentence describing the Wendat.",False,main_verb,verb of the relative clause; correctly agrees with 'tribes'.,False,verb_phrase,main verb of the sentence; correctly agrees with 'the Wendat'.,False,noun_phrase,object of 'in densely populated'; correctly formed.,sentence_initial,sentence_level,anthropology/history,3,4,3,4,False,
Practice Test C,40,Written Expression,VERB_FORM_VOICE,present perfect tense requires a past participle after 'have' (apply vs. applied),infinitive phrase of purpose 'to investigate...',18,1,A,A,verb_phrase,wrong_verb_form,"The present perfect tense requires a past participle after the auxiliary 'have', but the bare base form is used instead.",change 'apply' to 'applied',True,main_verb,"looks like a normal present-tense verb form, obscuring that the preceding auxiliary 'have' requires a past participle.",False,noun_phrase,"coordinate noun phrase, object of 'of'; correctly formed.",False,verb_phrase,infinitive phrase of purpose; correctly formed.,False,noun_phrase,"object of 'of', modifying 'structure'; correctly formed.",sentence_initial,local,science/biochemistry,1,1,1,1,False,
Practice Test D,16,Written Expression,WORD_CLASS_FORM,"noun required as object of a preposition, but a bare verb form is used instead (listen vs. listener)",compound sentence with coordinating 'and';possessive subject 'speaker's',26,2,D,D,noun_phrase,incorrect_part_of_speech,"The word sits in the determined noun-phrase slot 'the ___' as the object of 'of', which requires a noun; the bare verb form is used instead of its derived noun form.",change 'listen' to 'listener',False,preposition,"opens the sentence and could be checked as a connector choice, but is correctly used to introduce the source of the claim.",False,adjective,modifies 'studies'; correctly formed adjective.,False,main_verb,main verb of the first clause; correctly agrees with singular 'body language'.,True,noun_phrase,"looks like an ordinary verb naming an action related to the sentence's topic, obscuring that the determiner 'the' immediately before it requires a noun.",sentence_final,local,psychology/communication,2,2,2,2,False,
Practice Test D,17,Written Expression,WORD_CLASS_FORM,"attributive adjective required before a noun, but the adverb form is used instead ('well' vs. 'good' sense)","coordinate adjective pair 'hardy, alert'",13,1,C,C,adjective,incorrect_part_of_speech,"The word directly precedes the noun 'sense' inside a noun phrase, which requires an attributive adjective ('good'), but the adverb form 'well' is used instead.",change 'well' to 'good',False,main_verb,main verb of the sentence; correctly agrees with singular 'dachshund'.,False,adjective,"part of the coordinate adjective pair 'hardy, alert' describing 'dog'; correctly formed.",True,adjective,"'well' is a common word that functions as an adverb (and occasionally a health-related adjective), so it looks acceptable in isolation even though it cannot attributively modify 'sense' here.",False,noun_phrase,"object of 'of', completing the idiom 'sense of smell'; correctly formed.",late,local,zoology/pets,1,2,2,2,False,
Practice Test D,18,Written Expression,NONFINITE_VERB_PHRASES,reduced relative clause requiring a past participle instead of a bare verb form ('objects known'),appositive phrase 'faint celestial objects resembling stars',13,1,D,D,participial_phrase,wrong_verb_form,"The word modifies 'objects' as a reduced relative clause ('objects that are known'), which requires the past participle 'known', but the bare verb form is used instead.",change 'know' to 'known',False,adjective,modifies 'celestial objects'; correctly formed.,False,noun_modifier,present participle in the appositive phrase 'resembling stars'; correctly active since quasars do the resembling.,False,adverb,modifies the superlative 'most distant'; correctly used.,True,noun_modifier,"reads like a plain present-tense verb, which could pass unnoticed at the very end of the sentence, but a passive participle is required to modify 'objects'.",sentence_final,clause_level,astronomy,2,2,3,2,False,
Practice Test D,19,Written Expression,VERB_COMPLEMENTATION,preposition selection in the fixed idiom 'varies from X to Y' (to vs. from),long prepositional-phrase subject 'The importance of...coordination',21,1,D,D,prepositional_phrase,wrong_preposition_collocation,"The verb 'varies' requires the fixed collocation 'varies from X to Y', but 'to' is used in place of 'from' before the first 'species'.",change 'to species' to 'from species',False,subject,"head of the long subject noun phrase; could be checked for agreement with 'varies', but it is correctly singular.",False,conjunction,coordinates 'sensory input' and 'motor response'; correctly used.,False,main_verb,"main verb of the sentence, separated from its subject by a long modifying phrase, inviting an agreement check; it is correctly singular.",True,preposition,"a common preposition that looks unremarkable on its own, but the following repeated 'to species' reveals it cannot form the required 'from...to' range idiom.",sentence_final,clause_level,biology/physiology,3,3,3,3,False,
Practice Test D,20,Written Expression,PARALLEL_STRUCTURE,"parallel past participles in a list after 'can be' (observed, described, and identified)",semicolon joining two independent clauses,19,2,B,B,verb_phrase,wrong_verb_form,"The word is the third item in a coordinate list of past participles following 'can be' ('observed, described, and ___'); the bare verb form breaks the required parallel participle pattern.",change 'identify' to 'identified',False,verb_phrase,first item of the coordinate participle list; correctly formed and sets the parallel pattern.,True,verb_phrase,"reads like a normal present-tense verb naming an action, obscuring that the surrounding coordinate list requires a past participle.",False,verb_phrase,part of the second clause's coordinate participle pair 'elicited and manipulated'; correctly formed.,False,adjective,modifies 'conditions'; correctly formed.,middle,clause_level,psychology/facial expression,3,3,3,3,False,
Practice Test D,21,Written Expression,VERB_FORM_VOICE,missing auxiliary 'is' breaking parallelism with the passive verb of the first clause (is noted...and is respected),parallel structure across coordinated clauses;passive voice,21,2,C,C,verb_phrase,missing_required_element,"The second clause is coordinated with 'John Cage is noted for...' and should parallel it with 'he is respected for...'; the auxiliary 'is' is missing, leaving only the bare past-tense-looking form.",change 'he respected' to 'he is respected',False,noun_phrase,appositive describing 'John Cage'; correctly formed.,False,adjective,modifies 'ideas'; correctly formed.,True,verb_phrase,"resembles an ordinary active past-tense verb, masking that the sentence's logic (Cage being admired, not admiring) and the parallel structure both require a passive 'is respected'.",False,noun_phrase,second coordinate object of 'for'; correctly formed and parallel with 'compositions'.,late,cross_clause,biography/music,3,3,3,3,False,
Practice Test D,22,Written Expression,WORD_CLASS_FORM,"attributive adjective required before a noun, but the abstract noun form is used instead ('complexity' vs. 'complex' process)","parallel gerund list 'cleaning, blending, and roasting';relative clause 'which must be ground and mixed'",22,2,A,A,adjective,incorrect_part_of_speech,"The word directly precedes the noun 'process' inside a noun phrase, which requires the attributive adjective 'complex', but the noun form 'complexity' is used instead.",change 'complexity' to 'complex',True,adjective,"a familiar word related to 'complex', which could pass as acceptable at a glance, but it is a noun occupying an adjective slot.",False,gerund,"second item in the parallel gerund list 'cleaning, blending, and roasting'; correctly formed.",False,auxiliary,modal + linking verb before the passive participles; correctly formed.,False,verb_phrase,second passive participle parallel with 'ground'; correctly formed.,early,local,food science,2,2,2,2,False,
Practice Test D,23,Written Expression,CLAUSE_STRUCTURE,subject-verb agreement across an intervening prepositional phrase (points...registers),"coordinate noun list 'cold, heat, pain, or touch'",14,1,C,C,verb_phrase,agreement_error,"The plural subject 'points' requires the plural verb form 'register', but the singular form 'registers' is used instead.",change 'registers' to 'register',False,quantifier,modifies 'million points'; correctly formed.,False,preposition,introduces the intervening phrase 'on the human body'; correctly formed and placed.,True,main_verb,"the singular -s form looks like ordinary present-tense agreement, especially since 'body' (singular) sits just before it, even though the true subject 'points' is plural.",False,noun_phrase,final item in the coordinate list of sensations; correctly formed.,middle,clause_level,human biology/physiology,2,2,3,2,False,
Practice Test D,24,Written Expression,PARALLEL_STRUCTURE,parallel past-tense verbs in a three-part predicate list (sold...trusted...took),,19,1,C,C,verb_phrase,wrong_verb_form,The word is the second of three coordinate past-tense verbs sharing the subject 'store owners' ('sold...___...took'); the bare present-tense form breaks the required parallel past-tense pattern.,change 'trust' to 'trusted',False,noun_modifier,modifies 'owners' to form the compound subject; correctly formed.,False,noun_phrase,object of 'from'; correctly formed.,True,verb_phrase,"looks like an ordinary present-tense verb describing a habitual practice, obscuring that the surrounding narrative list requires the past-tense form.",False,adverb,modifies the final coordinate verb 'took'; correctly formed.,late,clause_level,history/commerce,2,3,3,2,False,
Practice Test D,25,Written Expression,WORD_CLASS_FORM,"adverb required to modify a comparative adjective phrase, but the adjective form is used instead ('typical' vs. 'typically' more concerned)",subordinate clause introduced by 'Although',20,2,B,B,adjective,incorrect_part_of_speech,"The word modifies the comparative phrase 'more concerned', which requires an adverb, but the adjective form is used instead.",change 'typical' to 'typically',False,conjunction,introduces the concessive subordinate clause; correctly used.,True,adverb,"sits right before the comparative phrase and looks like a plausible intensifier, but is in adjective rather than adverb form.",False,predicate_adjective,comparative predicate adjective after 'are'; correctly formed.,False,noun_phrase,object of the second 'with'; correctly formed.,late,local,literature/drama,2,2,2,2,False,
Practice Test D,26,Written Expression,WORD_CLASS_FORM,"adverb required to modify a passive participle, but the noun form is used instead ('rarity' vs. 'rarely' found)",reduced concessive clause 'While highly prized...',15,1,C,C,adverb,incorrect_part_of_speech,"The word modifies the passive verb 'found', which requires an adverb, but the noun form is used instead.",change 'rarity' to 'rarely',False,conjunction,introduces the reduced concessive clause; correctly used.,False,verb_phrase,reduced passive participial phrase ('[being] highly prized'); correctly formed.,True,adverb,"immediately precedes the verb it modifies and could be mistaken for a normal predicate noun after 'is', but the sentence needs an adverb modifying 'found', not a noun.",False,main_verb,main passive verb of the sentence; correctly formed.,sentence_final,clause_level,botany/folklore,2,2,2,2,False,
Practice Test D,27,Written Expression,CLAUSE_STRUCTURE,"subject-verb agreement inside a time clause (muscles begin, not begins)",tough-movement construction 'impossible to stop',18,2,C,C,verb_phrase,agreement_error,"The plural subject 'muscles' requires the plural verb form 'begin', but the singular -s form is used instead.",change 'begins' to 'begin',False,adjective,modifies 'reflex' in the opening appositive; correctly formed.,False,predicate_adjective,predicate adjective after 'is' in the tough-movement construction 'impossible to stop'; correctly formed.,True,main_verb,"the singular -s form looks like ordinary present-tense agreement, but the immediately preceding plural subject 'muscles' requires the base plural form.",False,noun_modifier,modifies 'action'; correctly formed.,sentence_final,clause_level,physiology,2,2,2,1,False,
Practice Test D,28,Written Expression,NONFINITE_VERB_PHRASES,"gerund required after 'known for' to take a direct object, but the noun form is used instead ('advocacy' vs. 'advocating')",reduced participial phrase 'Elected to serve...',24,1,C,C,gerund_phrase,wrong_verb_form,"The word is followed directly by the noun phrase 'the interests', which can only be a direct object of a verbal form; the noun 'advocacy' cannot take a direct object, so the gerund 'advocating' is required.",change 'advocacy' to 'advocating',False,verb_phrase,reduced infinitive phrase opening the sentence ('[having been] elected to serve'); correctly formed.,False,main_verb,main passive verb of the sentence; correctly formed.,True,gerund,"a familiar noun related to the verb 'advocate', which reads acceptably after 'known for' on its own, but cannot directly take the following noun phrase as an object.",False,noun_phrase,intended object of the verbal form; correctly formed on its own.,late,clause_level,biography/politics,3,3,3,3,False,
Practice Test D,29,Written Expression,RELATIVE_CLAUSES,relative pronoun choice (which vs. what) after a preposition with a stated antecedent,,23,2,B,B,relative_marker,incorrect_relative_marker,"The relative clause has an explicit antecedent, 'illusion', so the relative pronoun 'which' is required; 'what' is only used when there is no stated antecedent.",change 'in what' to 'in which',False,predicate_adjective,"predicate nominative after 'is', serving as the antecedent of the relative clause; correctly formed.",True,relative_pronoun,"'what' commonly introduces a noun clause, making it look acceptable, but here it wrongly follows a preposition after a noun antecedent that already requires 'which'.",False,conjunction,coordinates the two possible perceived images; correctly used.,False,noun_phrase,object of 'of'; correctly formed.,early,clause_level,earth science/optics,2,2,2,2,False,
Practice Test D,30,Written Expression,VERB_FORM_VOICE,"passive voice required in a relative clause, but the auxiliary 'is' is missing before the past participle",non-restrictive relative clause;participial phrase 'varying in color',21,2,A,A,verb_phrase,missing_required_element,"Turquoise is the entity that is found, not the one doing the finding, so the relative clause verb must be passive ('which is found'); the auxiliary 'is' is missing.",change 'which found' to 'which is found',True,verb_phrase,"reads like a plain active past-tense verb, which could pass as acceptable in isolation, but the logical relationship between turquoise and the act of finding requires the passive.",False,main_verb,main verb of the sentence; correctly formed.,False,verb_phrase,present participial phrase describing the variation in color; correctly formed.,False,preposition,part of the 'from...to' range construction; correctly used.,sentence_initial,clause_level,geology/mineralogy,3,3,3,3,False,
Practice Test D,31,Written Expression,VERB_COMPLEMENTATION,preposition selection after a past participle ('given to' vs. 'given into'),relative clause 'from which humans are believed to have evolved',19,2,B,B,prepositional_phrase,wrong_preposition_collocation,'given' collocates with 'to' when introducing a name assigned to something ('the name given to X'); 'into' implies physical entry and does not fit this sense.,change 'into' to 'to',False,verb_phrase,reduced passive participial phrase modifying 'name'; correctly formed.,True,preposition,"a plausible-sounding preposition of direction, but wrong for the fixed collocation between 'given' and its recipient.",False,relative_pronoun,introduces the relative clause referring to 'the primate species'; correctly formed.,False,verb_phrase,passive verb phrase of the relative clause; correctly agrees with 'humans'.,middle,local,anthropology/paleontology,2,3,3,2,False,
Practice Test D,32,Written Expression,REFERENCE_AND_DETERMINERS,"quantifier agreement with an uncountable noun (much fabric, not fabrics)",elliptical comparative clause 'as it once took workers weeks to produce',23,2,A,A,noun_phrase,agreement_error,"'much' is a quantifier for uncountable nouns, but the plural countable form 'fabrics' is used; the uncountable singular 'fabric' is required.",change 'fabrics' to 'fabric',True,noun_phrase,"the plural form looks like ordinary countable-noun usage, but conflicts with the preceding uncountable quantifier 'much'.",False,noun_phrase,adverbial phrase of time; correctly formed.,False,subject,subject of the embedded comparative clause; correctly formed.,False,verb_phrase,infinitive complement of 'took...weeks'; correctly formed.,early,local,textile industry/technology,2,2,2,2,False,
Practice Test D,33,Written Expression,VERB_COMPLEMENTATION,prepositional complementation of the verb 'lived' missing its required preposition ('lived in large...structures'),reduced participial phrase 'clustered in towns',17,1,C,C,noun_phrase,missing_required_element,"The verb 'lived' requires the preposition 'in' before the following location noun phrase; without it, a noun phrase directly follows an intransitive verb with no licensing preposition.",add 'in' before 'large multilevel structures',False,noun_phrase,appositive describing 'The Hopi'; correctly formed.,False,verb_phrase,main verb of the sentence; correctly formed on its own.,True,noun_phrase,"reads smoothly as an ordinary noun phrase describing dwellings, masking that the preceding intransitive verb 'lived' cannot connect to it without a preposition.",False,noun_phrase,object of 'in' in the closing participial phrase; correctly formed.,late,clause_level,anthropology,3,4,3,4,False,
Practice Test D,34,Written Expression,REFERENCE_AND_DETERMINERS,adjective selection for a future time reference ('near' vs. 'next' 50 years),future perfect passive 'will have been contacted',26,2,D,D,adjective,incorrect_part_of_speech,"The phrase describing an upcoming span of time requires 'next', which specifies the immediately following period; 'near' describes physical or temporal proximity but does not combine with a following number of years in this way.",change 'near' to 'next',False,main_verb,present progressive verb of the first clause; correctly formed.,False,noun_phrase,object of 'rate of'; correctly formed.,False,preposition,introduces the time-frame phrase; correctly used.,True,adjective,"a common word for temporal proximity that looks acceptable before a time expression, but it cannot license the following '50 years' the way the ordinal-like 'next' can.",sentence_final,local,astronomy/space exploration,2,3,3,3,True,"The error is a lexical adjective substitution ('near' vs 'next') for a future time expression, not a determiner, quantifier, or pronoun-reference issue in the traditional sense; REFERENCE_AND_DETERMINERS is used as the closest fit since 'next' functions like an ordinal determiner."
Practice Test D,35,Written Expression,PARALLEL_STRUCTURE,"parallel nouns in a coordinate pair, but a bare verb/noun root is used instead of the matching gerund-noun form (production and marketing)",introductory prepositional phrase 'Since their appearance...',24,1,D,D,noun_phrase,incorrect_part_of_speech,"The word is coordinated with 'production' in the phrase 'patterns of production and ___'; the parallel slot requires the derived noun 'marketing', but the base form 'market' is used instead.",change 'market' to 'marketing',False,pronoun,possessive pronoun referring back to 'trucks'; correctly formed.,False,noun_phrase,object of 'on'; correctly formed.,False,main_verb,main verb of the sentence; correctly formed.,True,noun_phrase,"a plausible noun on its own, but only comparing it with the parallel first coordinate element 'production' reveals it lacks the matching derived-noun form.",sentence_final,clause_level,agricultural history/economics,3,3,3,3,False,
Practice Test D,36,Written Expression,REFERENCE_AND_DETERMINERS,noun number must match a later plural pronoun reference within the same clause (object/objects...their),time clause introduced by 'when',26,2,B,B,noun_phrase,agreement_error,"The clause later refers back to these items with the plural pronoun 'their' ('for their beauty...their historical importance'), so the subject noun must be plural 'objects', not singular 'object'.",change 'object' to 'objects',False,main_verb,main verb of the sentence; correctly formed.,True,noun_phrase,"the singular form looks acceptable read on its own as subject of 'began', but conflicts with the plural pronoun 'their' used to refer back to it later in the same clause.",False,main_verb,verb of the subordinate clause; correctly formed regardless of the subject's number.,False,verb_phrase,passive infinitive complement of 'began to be'; correctly formed.,middle,clause_level,history/collecting,3,2,3,3,False,
Practice Test D,37,Written Expression,VERB_COMPLEMENTATION,preposition selection after 'known' (known for vs. known as),relative clause 'in which single blossoms are presented...',23,2,A,A,prepositional_phrase,wrong_preposition_collocation,"'known as' identifies something by name or role, but here the sentence explains the reason for O'Keeffe's fame, which requires the collocation 'known for'.",change 'as' to 'for',True,preposition,"a common preposition that pairs naturally with 'known' in other contexts (identity or role), making the substitution easy to overlook even though the reason-for-fame sense requires 'for'.",False,relative_pronoun,introduces the relative clause modifying 'flowers'; correctly formed.,False,subject,subject of the relative clause; correctly formed.,False,main_verb,passive main verb of the relative clause; correctly formed.,early,local,art history,2,2,2,2,False,
Practice Test D,38,Written Expression,CONNECTORS_CONJUNCTIONS,preposition used where a subordinating conjunction is required before a full clause (Despite vs. Although),,28,2,A,A,conjunction,incorrect_subordinator,"The word introduces a full clause with a subject and finite verb ('television is the dominant...medium'), which requires the subordinating conjunction 'Although'; the preposition 'Despite' can only be followed by a noun phrase, not a clause.",change 'Despite' to 'Although',True,conjunction,"expresses the right concessive meaning and is common before noun phrases, but it cannot grammatically introduce the full clause that follows it here.",False,noun_modifier,modifies 'radio show'; correctly formed.,False,main_verb,main passive verb of the second clause; correctly formed.,False,quantifier,quantifying subject of the passive verb 'is heard'; correctly formed.,sentence_initial,clause_level,media/entertainment,2,2,2,1,False,
Practice Test D,39,Written Expression,RELATIVE_CLAUSES,relative clause missing its required pied-piped preposition ('the work for which...is known'),non-restrictive relative clause 'which is inscribed on the pedestal...',25,3,A,A,relative_marker,missing_required_element,"The verb phrase 'is best known' requires the preposition 'for' (known for something); when the relativized element is fronted, that preposition must move with the relative pronoun ('for which'), but it is missing.",change 'which' to 'for which',True,relative_pronoun,"a correct relative pronoun choice for the antecedent 'work', which makes the omission of its required preposition easy to miss.",False,verb_phrase,passive verb phrase of the relative clause; correctly formed on its own.,False,main_verb,"passive main verb of the second, non-restrictive relative clause; correctly formed.",False,noun_phrase,"object of 'of', completing the location phrase; correctly formed.",sentence_initial,clause_level,literature/history,4,4,4,4,False,
Practice Test D,40,Written Expression,WORD_CLASS_FORM,"attributive adjective required before a noun, but the adverb form is used instead ('locally' vs. 'local' tastes)",compound predicate 'were adapted...and...resulted',16,2,B,B,adjective,incorrect_part_of_speech,"The word directly precedes the noun 'tastes' inside a noun phrase, which requires the attributive adjective 'local', but the adverb form 'locally' is used instead.",change 'locally' to 'local',False,preposition,opens the introductory phrase 'In the New England colonies'; correctly used.,True,adjective,"closely related in form to the needed adjective and often interchangeable with it in other positions, but it cannot attributively modify the following noun 'tastes'.",False,conjunction,coordinates the two clauses of the compound sentence; correctly used.,False,main_verb,main verb of the second clause; correctly formed.,late,local,furniture history,1,2,2,1,False,
Practice Test E,16,Written Expression,REFERENCE_AND_DETERMINERS,indefinite article form before a vowel-sound adjective (a vs. an),reduced relative clause 'held in New York',17,1,B,B,determiner,agreement_error,"The article must agree phonologically with the sound that follows it; 'important' begins with a vowel sound, so the article must be 'an', not 'a'.",change 'a' to 'an',False,noun_modifier,"past-participle phrase modifying 'Show'; a test-taker might check its tense/form, but it is a correctly reduced relative clause.",True,determiner,"looks like the ordinary indefinite article, but the following vowel-initial adjective requires the 'an' form instead.",False,noun_phrase,predicate nominative after 'was'; correctly formed and agrees with the singular subject.,False,adjective,modifies 'European art'; correctly placed and formed.,late,local,art history,1,1,1,1,False,
Practice Test E,17,Written Expression,RELATIVE_CLAUSES,relative pronoun choice (who vs. that/which) for a non-human antecedent,purpose/result clause with 'so that',22,3,C,C,relative_marker,incorrect_relative_marker,"The relative clause modifies 'place', a non-human antecedent, so 'that' or 'which' is required instead of the human relative pronoun 'who'.",change 'who' to 'that',False,adjective,modifies the subject 'fruit'; correctly formed.,False,verb_phrase,passive main verb; correctly agrees with the singular subject.,True,relative_pronoun,"immediately follows a noun and reads like a normal relative clause opener, but 'who' is reserved for people, not places.",False,adverb,modifies 'decay'; correctly formed and placed.,middle,sentence_level,food science/biology,3,2,2,2,False,
Practice Test E,18,Written Expression,WORD_CLASS_FORM,prepositional idiom requiring a noun complement ('years of age') rather than an adjective ('of old'),participial phrase 'requiring...';infinitive of purpose 'to attend',19,1,D,D,prepositional_phrase,incorrect_part_of_speech,"The preposition 'of' in this age expression must be followed by the noun 'age', not the adjective 'old'; 'years of old' is not a standard English phrase.",change 'old' to 'age',False,noun_modifier,participial phrase modifying 'law'; correctly formed non-finite verb.,False,noun_phrase,"part of the numeric range 'four to eighteen'; could be checked for parallel preposition use, but it is correct.",False,noun_phrase,the endpoint of the numeric range; correctly formed.,True,noun_phrase,"sounds like a familiar age expression, but pairs an adjective with 'of' where a noun is required.",late,local,history/education,2,2,2,2,False,
Practice Test E,19,Written Expression,REFERENCE_AND_DETERMINERS,reciprocal pronoun phrase 'each other' vs. the incorrect 'each another',infinitive phrase 'to show',21,1,D,D,pronoun,incorrect_part_of_speech,'Another' means 'one additional' and cannot combine with 'each' in the reciprocal expression; the reciprocal pronoun form 'other' is required.,change 'another' to 'other',False,gerund,gerund object of 'purpose of'; correctly formed.,False,main_verb,linking verb of the main clause; correctly agrees with the singular subject.,False,adjective,modifies 'species'; correctly formed.,True,pronoun,resembles the near-synonym 'other' closely enough that a reader might not notice it cannot follow 'each' in this reciprocal expression.,sentence_final,local,biology/taxonomy,2,2,2,2,False,
