source_id,question_number,section_type,primary_target,subtype,secondary_features,sentence_word_count,clause_count,correct_answer,correct_answer_reason,A_is_correct,A_error_type,A_error_explanation,B_is_correct,B_error_type,B_error_explanation,C_is_correct,C_error_type,C_error_explanation,D_is_correct,D_error_type,D_error_explanation,vocabulary_domain,syntactic_complexity,distractor_similarity,estimated_difficulty_ai,taxonomy_issue,taxonomy_issue_reason
Practice Test E,6,Structure,RELATIVE_CLAUSES,non-restrictive relative clause (parenthetical) with passive verb ('which was founded in'),passive_voice;parenthetical_insertion,18,2,C,The relative pronoun plus passive verb and preposition correctly form a non-restrictive relative clause set off by commas within the subject noun phrase.,False,incorrect_relative_marker,"Uses the time subordinator 'when' with a redundant pronoun 'it' to modify an organization, which is not a valid relative marker for this antecedent, and also omits the preposition before the date.",False,missing_required_element,"Omits the relative pronoun entirely, leaving the parenthetical verb with no subject connecting it to the preceding noun phrase.",True,,,False,missing_required_element,"Omits the relative pronoun 'which', leaving the parenthetical passive verb without a subject.",literary organizations/arts,3,3,3,False,
Practice Test E,7,Structure,EXISTENTIAL_EXPLETIVE,expletive 'there + be' construction (past tense) vs. pronoun/determiner/inverted auxiliary,relative_clause_on_predicate_noun;participial_phrase_of_result,24,2,C,"The expletive 'there were' correctly introduces the existence of the following plural noun phrase, 'portions of the Earth'.",False,fragment,A bare article with no verb cannot complete the sentence's main predicate after the fronted time adverbial.,False,incorrect_reference,The pronoun 'it' has no clear antecedent and also fails to agree with the following plural noun phrase 'portions'.,True,,,False,wrong_word_order,Applies question-style subject-auxiliary inversion ('have there been') in a declarative statement where it is not licensed.,earth science/paleoclimatology,3,3,3,False,
Practice Test E,8,Structure,VERB_COMPLEMENTATION,object complement after causative verb (make + O + NP),relative_clause_in_which;possessive_determiner,27,2,B,"A possessive determiner plus noun correctly forms the object complement required after the causative verb 'makes', without an extra verb.",False,extraneous_element,"Inserts an extra finite verb 'are' after the causative verb's object, producing an ungrammatical double predicate.",True,,,False,extraneous_element,"Inserts an extra finite verb 'are' and drops the possessive determiner, again creating a double predicate after the causative verb.",False,extraneous_element,"Repeats a relative pronoun already supplied by 'in which' earlier in the clause, duplicating the clause's connector.",photography/visual arts,3,3,3,False,
Practice Test E,9,Structure,COMPARATIVES_DEGREE,"correlative comparative construction ('the + comparative..., the + comparative...') with verb-subject inversion",inversion_after_fronted_comparative;embedded_that_clause,20,2,B,The comparative form 'the greater' correctly parallels the comparative in the first half of the correlative construction ('the greater the distance...').,False,wrong_degree_form,Uses the superlative degree instead of the comparative required to parallel 'the greater' in the first half of the correlative structure.,True,,,False,wrong_complementation,"The comparative-plus-'than' form requires a following noun phrase as its comparison object, not the finite verb 'is' that follows here.",False,wrong_complementation,The 'as...as' construction likewise requires a noun phrase object rather than the finite verb that follows in this slot.,astronomy/physics,4,3,4,False,
Practice Test E,10,Structure,RELATIVE_CLAUSES,non-restrictive relative clause with linking verb ('which is the source of'),reduced_passive_participle_composed_of,27,2,A,The relative pronoun plus linking verb correctly opens a non-restrictive relative clause identifying the preceding noun phrase as the source of the taste.,True,,,False,wrong_word_order,"Reverses the required order of subject and verb within the clause ('the source is' instead of 'is the source'), and pairs it with a subordinator, 'that', that does not open non-restrictive clauses.",False,missing_required_element,"Omits the relative pronoun and linking verb, leaving an ambiguous bare noun phrase rather than the intended relative clause.",False,wrong_word_order,"Scrambles the preposition, article, and verb into an order that cannot attach grammatically to the preceding noun phrase.",botany/food science,3,3,3,False,
Practice Test E,11,Structure,CLAUSE_STRUCTURE,main clause (subject + finite verb) identification after fronted appositive phrase,appositive_phrase;biographical_present_tense,23,1,B,The proper noun plus finite present-tense verb correctly supplies the main subject and predicate following the fronted appositive phrase.,False,extraneous_element,"Adds the coordinating conjunction 'and' as though joining two independent clauses, but no prior independent clause exists for it to coordinate with.",True,,,False,fragment,"The subordinator 'because' turns the clause into a subordinate clause, leaving the sentence without an independent main clause.",False,fragment,The infinitive 'to people' is non-finite and cannot serve as the sentence's main predicate.,literature/author biography,3,3,3,False,
Practice Test E,12,Structure,NONFINITE_VERB_PHRASES,"past participle phrase of comparison, reduced from passive relative clause ('compared with')",reduced_from_relative_clause;contact_relative_clauses,25,3,B,The past participle correctly forms a reduced passive modifier expressing that the contained amount is compared with the potential amount.,False,wrong_verb_form,The infinitive wrongly suggests purpose ('in order to compare') rather than describing the amount as being compared.,True,,,False,wrong_voice,"The active present participle implies the amount itself performs the comparing, reversing the intended passive relationship.",False,extraneous_element,"Adds a second bare finite verb with no coordinating conjunction, producing a run-on alongside the clause's existing finite verb.",earth science/meteorology,4,3,3,False,
Practice Test E,13,Structure,NOUN_CLAUSES,free relative (nominal) clause with 'what' as object of coordinated verb,relative_clause_on_land_bridge;coordination_of_two_objects,27,4,D,"The free relative clause 'what is now Alaska' correctly functions as a noun phrase naming the region, coordinated with 'Siberia' as the second object of the verb.",False,wrong_complementation,"Supplies a full finite clause where the coordinated verb requires a noun phrase object, so the sentence lacks a valid second object.",False,wrong_word_order,Reorders subject and predicate so that the phrase can no longer function as a noun phrase object of the coordinated verb.,False,missing_required_element,"Omits the wh-word needed to form a free relative clause, leaving the verb with no subject.",True,,,anthropology/US history,4,3,4,False,
Practice Test E,14,Structure,ADVERBIAL_CLAUSES,conditional clause with 'be to' construction expressing purpose/necessity ('if they are to be'),passive_infinitive;modal_necessity_be_to,24,2,D,The conditional subordinator plus 'be to' construction correctly expresses the purpose condition under which the fibers must be spun.,False,wrong_word_order,"Applies subject-auxiliary inversion after 'as', which is not licensed in this context and produces an ungrammatical clause.",False,missing_required_element,"Combines the finite subordinator 'when' with a bare infinitive, leaving the clause without a subject.",False,incorrect_subordinator,The subordinator 'that' does not license the following clause in this position and does not express the intended conditional/purpose relationship.,True,,,textiles/materials science,3,3,3,False,
Practice Test E,15,Structure,COMPARATIVES_DEGREE,superlative within partitive construction ('one of the' + superlative + plural noun),reduced_causal_phrase_because_of,18,1,B,The partitive phrase 'one of the' correctly precedes the superlative adjective and plural noun to express membership in the top group.,False,missing_required_element,"The embedded wh-clause lacks a verb, leaving the noun phrase without a valid predicate inside the clause.",True,,,False,wrong_complementation,The linking verb 'became' cannot take the interrogative/relative word 'who' as its complement in this position.,False,missing_required_element,"The relative clause introduced by 'that' lacks a verb, leaving it incomplete.",US colonial history/biography,2,3,2,False,
Practice Test F,1,Structure,WORD_ORDER_MODIFICATION,noun phrase internal word order (of-genitive complement of preposition),parallel_structure_in_list;prepositional_object_np,25,1,B,"Only this option orders the head noun before its 'of' complement, forming 'the structure of each play' as a grammatical object of the preposition 'to'.",False,wrong_word_order,"Fronts the 'of' phrase before the head noun, reversing the required noun + of-complement order.",True,,,False,wrong_word_order,Scrambles noun and determiner order and leaves the preposition 'of' without a following object.,False,wrong_word_order,"Places the determiner-noun sequence before the head noun it should follow, and strands 'of' without an object.",theater/performing arts biography,2,4,3,False,
Practice Test F,2,Structure,VERB_FORM_VOICE,active vs. passive voice in main clause ('is composed of'),relative_clause_on_object;idiomatic_be_composed_of,22,2,C,"The passive form correctly fills the sentence's single main-verb slot, matching the idiom 'is composed of'.",False,double_subject,Adds a redundant pronoun subject after the full subject noun phrase has already been stated.,False,fragment,A bare infinitive cannot serve as the sentence's required finite main verb.,True,,,False,wrong_voice,Uses active voice with a redundant object pronoun where the passive 'composed of' pattern is required.,physics/optics,3,3,3,False,
Practice Test F,3,Structure,CLAUSE_STRUCTURE,"main clause (subject + finite verb) identification, with that-clause object",that_clause_as_object;appositive_phrase,12,2,A,Only this option supplies a finite transitive verb that can head the sentence and take the following 'that' clause as its object.,True,,,False,fragment,The gerund form leaves the sentence without a finite main verb.,False,wrong_complementation,The phrasal verb 'believe in' does not license a directly following bare 'that' clause.,False,fragment,A possessive noun phrase cannot supply the finite verb the sentence needs.,paleontology/prehistoric life,2,3,2,False,
Practice Test F,4,Structure,CLAUSE_STRUCTURE,main clause supplied via it-cleft ('It was X that...') vs. fragment,it_cleft_construction;relative_clause_on_predicate_nominative;parallel_coordinate_verb,26,2,B,"The cleft 'It was...' supplies the sentence's only finite main verb, letting the following 'that' clause function as a relative clause rather than leaving the sentence a bare noun phrase.",False,fragment,A noun phrase followed by its relative clause has no finite main verb of its own.,True,,,False,incorrect_subordinator,"Adding 'When' turns the noun phrase into a subordinate clause, so the sentence still lacks an independent main clause.",False,fragment,Reordering the noun phrase still leaves it without a finite verb of its own.,art history/American painting,4,3,4,False,
Practice Test F,5,Structure,RELATIVE_CLAUSES,non-restrictive relative clause referring to the preceding clause (sentential 'which'),sentential_relative_clause,22,2,C,The relative pronoun 'which' both supplies the subject and connects the added clause back to the whole idea expressed in the main clause.,False,missing_required_element,"Omits the relative pronoun needed to connect a second verb to the main clause, producing a run-on.",False,double_subject,"Inserts a new subject pronoun with no connector, effectively restating the referent that 'which' should express.",True,,,False,extraneous_element,"Adds a redundant object pronoun referring back to the subject, still without the required connector.",US history/social studies,3,3,3,False,
Practice Test F,6,Structure,VERB_COMPLEMENTATION,predicate nominative after linking verb (be + superlative adjective + noun modifier + head noun),reduced_relative_clause_modifying_predicate_nominative;superlative_construction,16,1,A,"The superlative adjective, noun modifier, and head noun are ordered correctly to form the predicate nominative after 'is the'.",True,,,False,missing_required_element,Leaves the adjective 'scientific' with no following head noun to modify.,False,extraneous_element,Adds an unnecessary relative clause and still leaves 'scientific' without a head noun.,False,incorrect_part_of_speech,Adds 'and' and substitutes a participle for the required noun after the superlative adjective.,government/science awards,2,4,3,False,
Practice Test F,7,Structure,CONNECTORS_CONJUNCTIONS,exemplification connector ('such as') vs. subordinator confusion,gerund_phrase_with_prepositional_object,18,1,D,'such as' correctly introduces examples of the preceding noun without requiring a following clause.,False,incorrect_subordinator,"'if' requires its own clause with a verb, which is absent, and does not fit the intended exemplifying meaning.",False,incorrect_relative_marker,"Misuses 'that' as a relative pronoun, disrupting the verb slot needed later in the phrase.",False,incorrect_subordinator,'how' cannot introduce a bare noun phrase and leaves the intended clause without a verb.,True,,,archaeology/prehistoric technology,2,3,2,False,
Practice Test F,8,Structure,WORD_ORDER_MODIFICATION,appositive noun phrase defining preceding noun ('the transmission of'),appositive_phrase,22,1,A,The article-plus-noun phrase functions as an appositive that renames and defines the preceding noun.,True,,,False,extraneous_element,"Inserts a finite verb, creating a second, conflicting predicate before the sentence's actual main verb.",False,missing_required_element,Omits the article and the 'of' needed to complete the appositive noun phrase.,False,incorrect_part_of_speech,Uses the bare gerund without the preposition needed to link it to the following noun.,media history/technology,3,3,3,False,
Practice Test F,9,Structure,VERB_COMPLEMENTATION,direct object noun phrase after ditransitive verb ('give' + indirect object + direct object),correlative_conjunction_both_and;participial_phrase_of_result,16,1,A,A noun phrase correctly fills the required direct-object slot after the indirect object 'computers'.,True,,,False,extraneous_element,Tacks on an unconnected finite verb 'is' where a single noun-phrase object is required.,False,extraneous_element,Tacks on an unconnected finite verb phrase 'are capable' where a single noun-phrase object is required.,False,incorrect_part_of_speech,Uses a bare adjective where the ditransitive verb requires a noun-phrase direct object.,technology/computers,3,3,3,False,
Practice Test F,10,Structure,NONFINITE_VERB_PHRASES,gerund phrase as clause subject,subject_verb_agreement_with_gerund_subject,25,2,B,"The gerund phrase correctly functions as a singular subject, agreeing with the following singular verb 'was'.",False,incorrect_part_of_speech,A noun-noun compound is used where the gerund naming the activity is needed as subject.,True,,,False,wrong_verb_form,The bare verb form cannot function as a subject.,False,agreement_error,The plural head noun disagrees with the following singular verb 'was'.,music history/biography,3,3,3,False,
Practice Test F,11,Structure,NOUN_CLAUSES,free relative clause ('what is now X') as object of a preposition,nonrestrictive_relative_clause_on_subject,27,3,B,The free relative headed by 'what' correctly nominalizes the clause so it can serve as the object of the preposition 'in'.,False,wrong_word_order,Scrambles the wh-word and verb order needed to head the embedded clause.,True,,,False,missing_required_element,Substitutes a plain pronoun for the wh-word needed to nominalize the clause as the object of 'in'.,False,wrong_word_order,Scrambles the demonstrative and verb order needed to head the embedded clause.,history/Pacific geography,4,3,4,False,
Practice Test F,12,Structure,VERB_COMPLEMENTATION,noun phrase direct object after transitive verb ('exhibits' + adjective-noun combination),parallel_prepositional_phrases_with_both_and,18,1,D,The adjective-plus-noun combination correctly forms the noun-phrase direct object required after the transitive verb 'exhibits'.,False,extraneous_element,The inserted 'and' breaks the adjective-noun combination into disconnected pieces.,False,incorrect_part_of_speech,An adverb-plus-adjective combination cannot serve as the required noun-phrase object.,False,incorrect_part_of_speech,"An adverb-plus-adjective combination forms a predicate-adjective-like phrase, not the noun object the verb requires.",True,,,zoology/marine biology,2,4,3,False,
Practice Test F,13,Structure,PARALLEL_STRUCTURE,correlative conjunction 'both...and' parallelism with parallel prepositional gerund phrases,gerund_phrase_object_of_preposition,11,1,C,"Both conjuncts of 'both...and' repeat the same 'by' + gerund pattern, keeping the two elements grammatically parallel.",False,missing_required_element,"Omits 'by' before the first gerund and shifts the second conjunct to a passive gerund with a different implied subject, breaking parallelism.",False,extraneous_element,"Adds a redundant 'and' immediately after 'both', disrupting the correlative pattern.",True,,,False,wrong_verb_form,Uses finite verb forms where non-finite parallel phrases matching 'by' + gerund are required.,medicine/microbiology,2,4,3,False,
Practice Test F,14,Structure,INVERSION,subject-auxiliary inversion (do-support) after fronted negative time adverbial ('Not until...'),do_support_auxiliary,20,1,B,"The fronted negative time adverbial triggers do-support inversion, which this option correctly supplies before the subject.",False,missing_required_element,Omits the inverted auxiliary 'did' that the fronted negative adverbial requires.,True,,,False,wrong_word_order,Reorders noun and adjective and still lacks the required inverted auxiliary.,False,incorrect_subordinator,"Adding 'when' turns the clause into a subordinate clause, preventing the required main-clause inversion.",history/historic preservation,3,3,4,False,
Practice Test F,15,Structure,COMPARATIVES_DEGREE,so + adjective + that-clause result construction (postpositive adjective phrase modifying noun),result_clause_with_that;appositive_phrase,25,3,C,The postpositive 'so soft' correctly modifies the preceding noun and licenses the following 'that' result clause.,False,extraneous_element,Inserts an unwanted finite verb 'is' where a noun phrase completing the appositive is required.,False,wrong_word_order,Inverts the verb and subject where a plain adjective phrase modifying the noun is required.,True,,,False,wrong_word_order,Reverses the adjective phrase and the noun it should follow.,chemistry/materials science,4,3,3,False,
